Unit,Chapter,Lesson,Description,Objectives,Question_Of_The_Day,Assignments,Notes,Videos
Unit 1: Problem Solving,Chapter 1: Problem Solving Process,Lesson 1: What is Computer Science?,Question of the Day: What is computer science and why is it important? Introduction to computer science and its applications in solving real-world problems.
Unit 1: Problem Solving,Chapter 1: Problem Solving Process,Lesson 2: The Problem Solving Process,Question of the Day: What is the problem-solving process in computer science? Students learn the steps of problem-solving and apply them to practical examples.
Unit 1: Problem Solving,Chapter 1: Problem Solving Process,Lesson 3: Exploring Problem Solving,Question of the Day: How can we apply problem-solving strategies to real-world scenarios? Exploration of problem-solving methods through group activities and challenges.
Unit 1: Problem Solving,Chapter 2: Communication and Collaboration,Lesson 4: Working in Teams,Question of the Day: How can we effectively collaborate in teams? Focus on teamwork and communication skills through interactive group exercises.
Unit 1: Problem Solving,Chapter 2: Communication and Collaboration,Lesson 5: Effective Communication,"Question of the Day: Why is communication important in computer science? Activities that develop effective communication practices, including technical documentation."
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 1: Exploring Web Pages,Question of the Day: How can we choose websites based on the needs of a user? Students explore different websites.
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 2: Intro to HTML,"Question of the Day: How can we tell the computer both what to put on the web page, and how to organize it? Students learn how to use HTML tags."
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 3: Headings and Lists,Question of the Day: How can we work together to fix problems with our websites? This lesson introduces the core practices of pair programming and debugging. Students learn how to use different heading and list elements to give their web pages more structure.
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 4: Digital Footprint,Question of the Day: How can you make sure that your private information stays private? Students explore how personal information appears online and guidelines for posting their own information as they prepare to create personalized websites.
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 5: Mini-Project: HTML Web Page,"Question of the Day: How can I use HTML to design and build a web page for a user? Students use their knowledge of HTML to design and build a web page for a user, using the Problem Solving Process for planning and feedback."
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 6: Styling Text with CSS,Question of the Day: How can we change the style of text on a web page? Introduces CSS as a way to style elements on the page. Students learn the syntax for CSS rule-sets and explore text styling properties.
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 7: Intellectual Property,"Question of the Day: What kind of rules protect everyone's rights when we use each other's content? Students learn about copyright rules, the importance of respecting intellectual property, and Creative Commons licenses."
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 8: Using Images,"Question of the Day: How can we add images on our websites while making sure we respect everyone's rights? Students learn about self-closing tags and image attributes, with a focus on ethical usage and proper citation."
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 9: Styling Elements with CSS,"Question of the Day: How can we style the images and layouts of our pages? Students expand their CSS skills by learning properties for styling non-text elements, applying these to personalize their web pages."
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 10: Mini-Project: Adding Style to a Web Page,"Question of the Day: How can I use CSS to style a web page for a user? Students style a webpage for a user, applying CSS knowledge and revising their designs based on feedback."
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 11: CSS Classes,"Question of the Day: How can we create different styles for the same type of element? Students learn about CSS classes for flexible styling, allowing specific styling for individual or grouped elements."
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 12: Organizing Content with Flexbox,"Question of the Day: What are div tags and Flexbox, and why are they important in web design? Students use div tags and Flexbox properties to organize and align webpage layouts."
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 13: Flexbox Children for More Control,Question of the Day: How do Flexbox child properties affect the layout and organization of elements within a webpage? Students explore advanced Flexbox properties such as `align-self` and `order` to control layout.
Unit 2: Web Development,Chapter 1: Creating Webpages,Lesson 14: Chapter 1 Project,"Question of the Day: How can I use CSS classes and Flexbox to organize webpage content for a user? Students complete a chapter project, designing and organizing content with CSS classes and Flexbox."
Unit 2: Web Development,Chapter 2: Multi-page Websites,Lesson 15: Team Problem Solving,"Question of the Day: How can we work together to make a great team? This lesson addresses group collaboration challenges. Students set group norms and brainstorm website features, planning how to work together for success on their project."
Unit 2: Web Development,Chapter 2: Multi-page Websites,Lesson 16: Sources and Research,"Question of the Day: How do we find relevant and trustworthy information on the Internet? Students learn strategies for finding credible information online. They apply these strategies to their projects, considering how to make their own sites appear trustworthy."
Unit 2: Web Development,Chapter 2: Multi-page Websites,Lesson 17: Linking Pages,"Question of the Day: How can we combine several different web pages into one website? Students explore links and navigation best practices, learning to create links and organize pages into a cohesive multi-page site."
Unit 2: Web Development,Chapter 2: Multi-page Websites,Lesson 18: CSS Pseudo-classes,"Question of the Day: What is a CSS pseudo-class, and how does it change the way an element looks or behaves on a web page? Students learn about pseudo-classes like `hover`, `active`, and `visited` to add interactivity to their web pages."
Unit 2: Web Development,Chapter 2: Multi-page Websites,Lesson 19: Planning a Multi-Page Site,"Question of the Day: How do we plan a web page as a group? Students collaborate to sketch their website layout, organize tasks, and assign responsibilities among team members for building their multi-page site."
Unit 2: Web Development,Chapter 2: Multi-page Websites,Lesson 20: Project - Website for a Purpose,"Question of the Day: What skills and practices will help us work together to make a great website? Teams use the project guide to code their multi-page website, applying their HTML and CSS skills to create a purposeful site with cohesive styling."
Unit 2: Web Development,Chapter 2: Multi-page Websites,Lesson 21: Peer Review and Final Touches,"Question of the Day: How can we use feedback to make our websites better? Students give and receive peer feedback, make final improvements to their websites, and reflect on their process as they finish their multi-page project."
Unit 2: Web Development,Chapter 2: Multi-page Websites,"Lesson 22: Unit 2 Test (Monday Dec 16th, 2024)", Test over Creating webpages and Multi-page websites.
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 1(45 minutes): Programming for a Purpose(Tuesday Dec 17, 2024)","To kick off a unit devoted to problem-solving and developing animations and games, students begin by investigating the design of different animations and games. Students look at a variety of animations and games and attempt to match each design with a potential user. Then students choose a user and attempt to prototype an animation or game design for them on paper or in a digital template. To conclude the activity, students consider what it means to be an animation and game designer and create resources for other users.","Create a prototype of an animation or game design to meet the needs of a user using the problem-solving process.;Identify features of an animation or game design that match the needs of users.;Understand the steps of the problem-solving process.","How can we design animations and games based on the needs of a user? Students investigate and prototype animations and game designs for different users.",uploads/CSD/Unit_3_Chapter_1_Lesson_1/U3L01 Activity Guide - Word Search.pdf; uploads/CSD/Unit_3_Chapter_1_Lesson_1/U3L01 - Activity Guide - Animation and Game Designs for Users.pdf,uploads/CSD/Unit_3_Chapter_1_Lesson_1/CSD Interactive Animations and Games - Lesson 01 - Programming for a Purpose.pptx;uploads/CSD/Unit_3_Chapter_1_Lesson_1/U3L01 - Digital Resource - Animation and Game Design Template.pdf,CSD/problemsolvingprocess-mp4.mp4
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 2: Plotting Shapes (Wednesday Dec, 18 2024)","The primary purpose of this lesson is to introduce students to the coordinate system they will use in Game Lab. Students begin by exploring the challenges of communicating how to draw with shapes and then transition to using a tool that introduces how this problem is approached in Game Lab. The warm-up activity quickly demonstrates the challenges of communicating position without some shared reference point. In the main activity, students explore a Game Lab tool that allows students to interactively place shapes on Game Lab's 400 by 400 grid. They then take turns instructing a partner how to draw a hidden image using this tool, accounting for many challenges students will encounter when programming in Game Lab. Students optionally create their own images to communicate before a final debrief discussion.","Communicate how to draw an image in Game Lab, accounting for shape position, color, and order.;Reason about locations on the Game Lab coordinate grid.","How can we clearly communicate how to draw something on a screen? Students explore Game Lab's coordinate system, using shapes to create images and communicating drawing instructions with partners.",uploads/CSD/Unit_3_Chapter_1_Lesson_2/U3L02 - Activity Guide - Drawing Shapes (Version A).docx;uploads/CSD/Unit_3_Chapter_1_Lesson_2/U3L02 - Activity Guide - Drawing Shapes (Version B).docx,uploads/CSD/Unit_3_Chapter_1_Lesson_2/CSD Interactive Animations and Games - Lesson 02 - Plotting Shapes.pptx
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 3: Drawing in Game Lab (Friday Dec 20, 2024)","This lesson is designed to give students a chance to get used to the programming environment, as well as the basic sequencing and debugging that they will use throughout the unit. Students begin with an introduction to the GameLab interactive development environment (IDE), then learn the three commands (rect, ellipse, and fill) that they will need to code the same types of images that they created on paper in the previous lesson. Challenge levels provide a chance for students who have more programming experience to further explore Game Lab.","Sequence code correctly to overlay shapes.;Use a coordinate system to place elements on the screen.","How can we communicate to a computer how to draw shapes on the screen? Students explore Game Lab's development environment, learning basic shape-drawing commands and debugging techniques.",,uploads/CSD/Unit_3_Chapter_1_Lesson_3/CSD Interactive Animations and Games - Lesson 03 - Drawing in Game Lab.pptx
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 4: Shapes and Parameters (Monday Jan 6, 2025)","Question of the Day: How can we use parameters to give the computer more specific instructions? Students manipulate shapes by adjusting width, height, and positioning parameters to increase the complexity of their drawings."
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 5: Variables (Tuesday Jan 7, 2025)","Question of the Day: How can we use variables to store information in our programs? Students explore variables as a way to label values, understanding how they store and reuse data within programs."
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 6: Random Numbers(Wednesday Jan 8, 2025)",Question of the Day: How can we make our programs behave differently each time they are run? Students learn to use the randomNumber() block to introduce variability and randomness in their programs.
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 7: Mini-Project - Robot Faces (Thursday Jan 9, 2025)","Question of the Day: How can we use shapes, variables, and randomness to express our creativity? Students apply their knowledge to design and code a robot face using shapes, variables, and randomness in Game Lab."
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 8: Sprites(Friday Jan 10, 2025)",Question of the Day: How can we use sprites to help us keep track of lots of information in our programs? Students learn to use sprites as objects that combine shape and properties for more complex images and animations.
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 9: Sprite Properties (Monday Jan 13, 2025)",Question of the Day: How can we use sprite properties to change their appearance on the screen? Students explore sprite properties and how they can be modified during program execution to create dynamic effects.
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 10: Text (Tueday Jan 14, 2025)","Question of the Day: How can we use text to improve our scenes and animations? Students practice placing and styling text on the screen, using parameters to control text properties like size and position."
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 11: Mini-Project - Captioned Scenes (Wednesday Jan 15, 2025 - Thursday Jan 16, 2025)","After a quick review of the code they have learned so far, students start working on their next creative project of the unit. Using the problem-solving process as a model again, students define the scene that they want to create, prepare by thinking of the different code they will need, try their plan in Game Lab, then reflect on what they have created. They also have a chance to share their creations with their peers. The open-ended nature of this lesson also provides flexibility for the teacher to decide how long students should spend on their work, depending on the scheduling demands of the particular course implementation.",Use a structured process to plan and develop a program.,How can we use Game Lab to express our creativity?,uploads/CSD/Unit_3_Chapter_1_Lesson_11/U3L11 - Activity Guide - Sprite Scene Planning.pdf
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 12: The Draw Loop (Friday Jan 17, 2025)","Question of the Day: How can we animate our images in Game Lab? Students learn how the draw loop works to create animation, updating the screen repeatedly to simulate motion."
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 13: Sprite Movement (Tuesday Jan 21, 2025)",Question of the Day: How can we control sprite movement in Game Lab? Students use the counter pattern to control sprite movement and explore techniques for purposeful animations.
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 14: Mini-Project - Animation (Wednesday Jan 22, 2025 - Thursday Jan 23, 2025)","Question of the Day: How can we combine different programming patterns to make a complete animation? Students create animated scenes by combining multiple programming techniques, culminating in a creative project."
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 15: Conditionals (Friday Jan 24, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 16: Keyboard Input (Monday Jan 27, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 17: Mouse Input (Tuesday Jan 28, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 1: Images and Animations (Dec 17, 2024 - Jan 30, 2025)","Lesson 18: Project - Interactive Card (Wednesday Jan 29, 2025 - Friday Jan 30, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 2: Building Games(Feb 3 2025 - Feb 21 2025)","Lesson 19: Velocity (Monday Feb 3, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 2: Building Games(Feb 3 2025 - Feb 21 2025)","Lesson 20: Collision Detection (Tuesday Feb 4, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 2: Building Games(Feb 3 2025 - Feb 21 2025)","Lesson 21: Mini-Project - Side Scroller (Wednesday Feb 5, 2025 - Thursday Feb 6, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 2: Building Games(Feb 3 2025 - Feb 21 2025)","Lesson 22: Complex Sprite Movement (Friday Feb 7, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 2: Building Games(Feb 3 2025 - Feb 21 2025)","Lesson 23: Collisions (Monday Feb 10, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 2: Building Games(Feb 3 2025 - Feb 21 2025)","Lesson 24: Mini-Project - Flyer Game (Tuesday Feb 11 - 12, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 2: Building Games(Feb 3 2025 - Feb 21 2025)","Lesson 25: Functions (Thursday Feb 13, 2025"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 2: Building Games(Feb 3 2025 - Feb 21 2025)","Lesson 26: The Game Design Process (Friday Feb 14, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 2: Building Games(Feb 3 2025 - Feb 21 2025)","Lesson 27: Using the Game Design Process (Monday Feb 17, 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 2: Building Games(Feb 3 2025 - Feb 21 2025)","Lesson 28: Project - Design a Game (Tuesday Feb 18 - Thursday Feb 20 2025)"
"Unit 3: Interactive Animations and Games (Dec 17, 2024 - Feb 21, 2025)","Chapter 2: Building Games(Feb 3 2025 - Feb 21 2025)","Lesson 29: Unit 3 Test (Friday Feb 21 2025)"
Unit 4: The Design Process,Chapter 1: User Centered Design,
Unit 4: The Design Process,Chapter 1: User Centered Design,
Unit 4: The Design Process,Chapter 1: User Centered Design,
Unit 4: The Design Process,Chapter 1: User Centered Design,
Unit 4: The Design Process,Chapter 1: User Centered Design,
Unit 4: The Design Process,Chapter 1: User Centered Design,
Unit 4: The Design Process,Chapter 1: User Centered Design,
Unit 4: The Design Process,Chapter 1: User Centered Design,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 4: The Design Process,Chapter 2: App Prototyping,
Unit 5: Data and Society
Unit 6: Creating Apps with Devices (micro:bit)
Unit 7: AI and Machine Learning
